Security,headline,pub_date,Source
Abbott Laboratories,"Microsoft, with a new ally in Walmart, and Oracle have submitted takeover bids for the video app. A deal could be reached soon.",2020-08-28T12:20:07+0000,New York Time
Abbott Laboratories,Pro sports are going on strike. Will other industries follow?,2020-08-27T11:37:43+0000,New York Time
AbbVie Inc.,A quick spin through the markets.,2020-08-13T12:11:47+0000,New York Time
AbbVie Inc.,"Microsoft, with a new ally in Walmart, and Oracle have submitted takeover bids for the video app. A deal could be reached soon.",2020-08-28T12:20:07+0000,New York Time
Accenture plc,"With deliveries surging during the pandemic, carriers like UPS and FedEx and companies like Amazon are renewing their push toward electric vehicles.",2020-08-27T10:00:09+0000,New York Time
Activision Blizzard,The restrictions on the two Chinese-owned apps followed a familiar model for other policy announcements on China from the Trump administration.,2020-08-07T21:56:55+0000,New York Time
Activision Blizzard,Game publishers are digging through their vaults to remake or remaster popular titles in a bid to kindle players’ nostalgia.,2020-08-01T09:00:24+0000,New York Time
Activision Blizzard,"The government cited national security concerns in announcing sweeping restrictions on two popular Chinese social media networks, a move that is likely to be met with retaliation.",2020-08-07T02:08:14+0000,New York Time
Adobe Inc.,"Yes, you can now pay less than $399 for a smartphone — and it won’t stink.",2020-08-03T15:00:09+0000,New York Time
Alaska Air Group Inc,A new suitor emerges for TikTok and the White House imposes more restrictions on Huawei. The net effect of such moves could be a fracturing of the web.,2020-08-18T11:22:09+0000,New York Time
Align Technology,A Labor Department lawyer asserts that she faced reprisal after saying Secretary Eugene Scalia was set to settle a suit for a sum she found too low.,2020-08-13T17:56:11+0000,New York Time
Align Technology,"Dr. Tufekci, a computer programmer who became a sociologist, sounded an early alarm on the need for protective masks. It wasn’t the first time she was right about something big.",2020-08-24T00:30:06+0000,New York Time
Allegion,"Investigators have charged big spenders with cheating the Paycheck Protection Program for small businesses. But more fraud lies below the surface, and it’ll be harder to find.",2020-08-28T15:39:03+0000,New York Time
Allegion,"In a discrimination complaint, Bernadette Zilio says women were mistreated at the celebrity-news powerhouse led by Harvey Levin.",2020-08-25T21:34:53+0000,New York Time
Allegion,Paul Telegdy leaves the network ahead of a pending investigation into his workplace behavior.,2020-08-06T16:10:13+0000,New York Time
Allegion,"As the longtime media executive moves to an adviser role, American Media, the parent of The National Enquirer, has been renamed A360Media as part of a planned merger with a logistics company.",2020-08-21T23:00:51+0000,New York Time
Allegion,More than 200 said they stood in solidarity with three former co-workers who have accused the company of discrimination.,2020-08-14T22:43:50+0000,New York Time
Allegion,"Clearview AI has hired Floyd Abrams, a top lawyer, to help fight claims that selling its data to law enforcement agencies violates privacy laws.",2020-08-11T09:00:14+0000,New York Time
Allegion,Explaining the “big tent conspiracy theory” that falsely claims that President Trump is facing down a shadowy cabal of Democratic pedophiles.,2020-08-18T20:10:21+0000,New York Time
Allegion,"China’s new export rules, which could delay or scuttle a sale of TikTok, have further turned giant companies into pawns in a geopolitical struggle.",2020-08-31T21:58:21+0000,New York Time
Allegion,"The social network also said it was restricting another 1,950 groups, 440 pages on Facebook and more than 10,000 accounts on Instagram related to the conspiracy group.",2020-08-19T19:00:15+0000,New York Time
Allegion,False and misleading information about Ms. Harris has surged in the days since she joined the Biden ticket.,2020-08-14T21:29:32+0000,New York Time
Allegion,"Infections have surged in the city, and its labs have been going at full speed. But wariness of the Chinese Communist Party runs deep.",2020-08-06T09:37:45+0000,New York Time
Allegion,"Special purpose acquisition companies, or SPACs, are helping them and other fledgling companies raise money and gain coveted stock listings.",2020-08-23T09:00:13+0000,New York Time
Allegion,"We may not know the results for days, and maybe weeks. So it’s time to rethink “election night.”",2020-08-02T22:00:08+0000,New York Time
Allegion,The fast-food giant’s suit against its former C.E.O. may prompt other companies to review their pay and severance policies.,2020-08-11T12:06:51+0000,New York Time
Amazon.com Inc.,"With deliveries surging during the pandemic, carriers like UPS and FedEx and companies like Amazon are renewing their push toward electric vehicles.",2020-08-27T10:00:09+0000,New York Time
Amazon.com Inc.,"As Amazon signals its growth in India with its office in Hyderabad, its largest in the world, local business owners are pushing back.",2020-08-25T13:00:13+0000,New York Time
Amazon.com Inc.,"Mr. Wilke, who has been a key lieutenant to Jeff Bezos, is departing after building the e-commerce business for two decades.",2020-08-21T15:22:54+0000,New York Time
Amazon.com Inc.,"As the economy contracts and many companies struggle to survive, the biggest tech companies are amassing wealth and influence in ways unseen in decades.",2020-08-19T09:00:23+0000,New York Time
Amazon.com Inc.,Investors have cast the nearly relentless drumbeat of bad news aside to focus on any signs that the worst of the coronavirus pandemic might be over.,2020-08-18T21:18:47+0000,New York Time
Amazon.com Inc.,"The additional space and workers, envisioned before the pandemic, are a sign of how large tech companies continue to prosper.",2020-08-18T21:52:38+0000,New York Time
Amazon.com Inc.,"Amazon said it was rebranding Twitch Prime, in another attempt to crack the video game market after a big-budget game effort failed.",2020-08-10T15:58:51+0000,New York Time
Amazon.com Inc.,"While Joe Biden has criticized the largest tech companies, his campaign and transition teams have welcomed allies of Facebook, Google, Amazon and Apple onto its staff and policy groups.",2020-08-10T09:00:12+0000,New York Time
American Airlines Group,"American Airlines said it would furlough 19,000 workers if lawmakers do not extend aid to the industry, which has been hammered by the pandemic.",2020-08-25T21:58:48+0000,New York Time
American Airlines Group,"The nation’s major multiplex chains are selling tickets again, and they have announced uniform health protocols to make patrons feel safer.",2020-08-21T21:23:24+0000,New York Time
American Airlines Group,"A flurry of tech companies are filing to go public. Some of them — well, one of them — even make a profit.",2020-08-26T12:23:22+0000,New York Time
American Airlines Group,"The ranks of the employed grew by 1.8 million, a drop from the pace of the previous two months, as renewed business closings hampered the recovery.",2020-08-07T22:53:35+0000,New York Time
American Airlines Group,Pro sports are going on strike. Will other industries follow?,2020-08-27T11:37:43+0000,New York Time
American Airlines Group,"SPACs are just getting started, according to major players on Wall Street.",2020-08-25T10:47:52+0000,New York Time
American Airlines Group,The Chinese-owned video app plans to sue the Trump administration over its order to force a sale. It faces long odds.,2020-08-24T11:00:39+0000,New York Time
American Airlines Group,The fast-food giant’s suit against its former C.E.O. may prompt other companies to review their pay and severance policies.,2020-08-11T12:06:51+0000,New York Time
American Airlines Group,"The coronavirus was an opportunity for the Treasury secretary to redefine his legacy, for better or worse.",2020-08-30T09:00:23+0000,New York Time
American Airlines Group,"Expenses for books, transportation and food outside a meal plan may be a problem for poor and moderate-income students, a new report finds.",2020-08-07T13:00:16+0000,New York Time
American Airlines Group,The iPhone maker is the first U.S. company to hit a $2 trillion valuation. How high can it go?,2020-08-20T11:39:44+0000,New York Time
American Airlines Group,"Apple is the first U.S. company to hit that value, a staggering ascent that began in the pandemic.",2020-08-19T14:55:21+0000,New York Time
American Airlines Group,A quick spin through the markets.,2020-08-13T12:11:47+0000,New York Time
American Electric Power,"Electric Jaguars in Oslo, using tech from a former NASA architect, will soon be able to recharge on special pads embedded under the road.",2020-08-13T10:00:12+0000,New York Time
American Electric Power,"With deliveries surging during the pandemic, carriers like UPS and FedEx and companies like Amazon are renewing their push toward electric vehicles.",2020-08-27T10:00:09+0000,New York Time
American Electric Power,"Under pressure from governments and investors, industry leaders like BP and Shell are accelerating their production of cleaner energy.",2020-08-17T07:00:10+0000,New York Time
